"altersklasse_covid19","nachweismethode","geoRegion","datum","entries","entries_pos","entries_neg","sumTotal","anteil_pos","anteil_pos_diff","anteil_pos_all","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"50 - 59","all","ZH",202117,5575,372,5203,171043,6.7,-1,10.1,0.151,15.1,220632,2526.83,77524.11,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-689,-312.29,-11,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","AG",202117,1110,83,1027,37841,7.5,-2.5,12.1,0.104,10.4,79161,1402.21,47802.58,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-37,-46.74,-3.2,-0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","AI",202117,59,7,52,1161,11.9,1.6,10.9,0.125,12.5,1884,3131.63,61624.2,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",20,1061.57,51.3,0.0999999999999996,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","AR",202117,73,6,67,3270,8.2,-7.3,14.2,0.115,11.5,7030,1038.41,46514.94,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",2,28.45,2.8,-0.399999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","BE",202117,1481,100,1381,59075,6.8,-1.3,10.4,0.096,9.6,125570,1179.42,47045.47,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",5,3.98,0.3,-0.300000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","BL",202117,492,29,463,19419,5.9,-2.4,8.2,0.07,7,35126,1400.67,55283.84,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-40,-113.88,-7.5,-0.699999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","BS",202117,447,18,429,13971,4,-2.4,7,0.07,7,20767,2152.45,67275,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-84,-404.49,-15.8,-0.599999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","FL",202117,232,15,217,4158,6.5,1.6,9.2,0.143,14.3,4811,4822.28,86426.94,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",27,561.21,13.2,1.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","FR",202117,532,38,494,16964,7.1,0,16.9,0.098,9.8,33114,1606.57,51229.09,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",56,169.11,11.8,0.200000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","GE",202117,1538,66,1472,47607,4.3,-2.3,10.6,0.099,9.9,46829,3284.29,101661.36,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",127,271.2,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","GL",202117,115,3,112,2509,2.6,-7.5,11.4,0.123,12.3,5138,2238.22,48832.23,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",26,506.03,29.2,0.699999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","GR",202117,615,18,597,25732,2.9,-4.6,5.3,0.105,10.5,25798,2383.91,99744.17,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",79,306.23,14.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","JU",202117,122,10,112,4696,8.2,0.799999999999999,15.1,0.107,10.7,9044,1348.96,51923.93,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",0,0,0,-0.500000000000002,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","LU",202117,529,70,459,18714,13.2,1.1,13.7,0.1,10,45366,1166.07,41251.16,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",26,57.31,5.2,0.0999999999999996,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","NE",202117,363,24,339,11886,6.6,0.699999999999999,12.8,0.092,9.2,18700,1941.18,63561.5,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-28,-149.73,-7.2,-0.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","NW",202117,56,3,53,2390,5.4,-4.8,11.8,0.098,9.8,5645,992.03,42338.35,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-3,-53.14,-5.1,-1.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","OW",202117,97,6,91,2131,6.2,-1,10.9,0.155,15.5,4693,2066.91,45408.05,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",0,0,0,2.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","SG",202117,727,60,667,28074,8.3,-2.2,14.9,0.101,10.1,57360,1267.43,48943.51,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-42,-73.23,-5.5,-0.999999999999998,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","SH",202117,158,7,151,5052,4.4,-0.699999999999999,9.8,0.126,12.6,10288,1535.77,49105.75,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",2,19.44,1.3,1.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","SO",202117,454,38,416,15940,8.4,-2.2,11.2,0.096,9.6,34155,1329.23,46669.59,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",9,26.35,2,-0.300000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","SZ",202117,336,20,316,10094,6,-1.9,13.5,0.097,9.7,19143,1755.21,52729.46,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",5,26.12,1.5,-1.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","TG",202117,500,18,482,16629,3.6,-5.3,11.3,0.105,10.5,33055,1512.63,50307.06,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",3,9.08,0.6,-0.800000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","TI",202117,850,34,816,25930,4,-3.9,12.3,0.106,10.6,41962,2025.64,61794,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",35,83.41,4.3,-0.800000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","UR",202117,299,8,291,2419,2.7,-3.7,10.6,0.073,7.3,4670,6402.57,51798.72,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",17,364.03,6,-0.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","VD",202117,2031,116,1915,61884,5.7,-0.899999999999999,11.7,0.101,10.1,77560,2618.62,79788.55,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",77,99.28,3.9,0.500000000000002,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","VS",202117,743,33,710,24586,4.4,-2.4,15.7,0.089,8.9,40752,1823.22,60330.78,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-47,-115.34,-5.9,-0.199999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","ZG",202117,301,14,287,8899,4.7,-2.2,8.7,0.108,10.8,13758,2187.82,64682.37,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-47,-341.62,-13.5,0.500000000000002,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"60 - 69","all","ZH",202117,2883,168,2715,96848,5.8,-1.1,10,0.078,7.8,151391,1904.34,63972.1,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-214,-141.36,-6.9,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","AG",202117,645,28,617,21376,4.3,-0.7,11.7,0.06,6,55576,1160.57,38462.65,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",64,115.15,11,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","AI",202117,19,3,16,567,15.8,2.5,14.8,0.04,4,1332,1426.43,42567.57,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",4,300.3,26.7,-0.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","AR",202117,48,6,42,1789,12.5,9.9,14.5,0.075,7.5,4867,986.23,36757.76,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",10,205.46,26.3,1.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","BE",202117,756,44,712,34797,5.8,-1.9,11.5,0.049,4.9,99066,763.13,35125.07,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-14,-14.13,-1.8,-0.199999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","BL",202117,341,17,324,11317,5,-0.8,8.9,0.048,4.8,29003,1175.74,39020.1,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-20,-68.96,-5.5,-0.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","BS",202117,297,12,285,8865,4,-0.6,6.9,0.046,4.6,16111,1843.46,55024.52,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-29,-180,-8.9,-0.100000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","FL",202117,102,2,100,1955,2,2,11.4,0.063,6.3,3385,3013.29,57754.8,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",3,88.62,3,-0.100000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","FR",202117,224,12,212,9320,5.4,-4.6,20.3,0.041,4.1,23665,946.55,39383.06,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",23,97.19,11.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","GE",202117,911,23,888,30871,2.5,-1.5,11.3,0.059,5.9,36581,2490.36,84390.8,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",92,251.49,11.2,0.199999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","GL",202117,32,1,31,1476,3.1,0.5,12.2,0.034,3.4,3615,885.2,40829.88,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-6,-165.98,-15.8,-1.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","GR",202117,237,13,224,10676,5.5,-3.5,7.8,0.041,4.1,19606,1208.81,54452.72,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",15,76.5,6.8,-0.199999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","JU",202117,97,10,87,3620,10.3,1.1,14.9,0.085,8.5,6890,1407.84,52539.91,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-1,-14.51,-1,-0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","LU",202117,221,18,203,10017,8.1,-2.1,13.7,0.042,4.2,32315,683.89,30997.99,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-25,-77.37,-10.2,-0.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","NE",202117,229,12,217,8379,5.2,-2.4,14.3,0.058,5.8,15284,1498.3,54822.04,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",18,117.77,8.5,0.600000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","NW",202117,42,2,40,1337,4.8,1,11.1,0.073,7.3,4236,991.5,31562.8,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",16,377.71,61.5,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","OW",202117,40,0,40,1221,0,-8.3,13,0.064,6.4,3228,1239.16,37825.28,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",4,123.92,11.1,1.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","SG",202117,377,26,351,16339,6.9,-1.2,16.5,0.052,5.2,42703,882.84,38261.95,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",6,14.05,1.6,-0.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","SH",202117,85,4,81,3204,4.7,3.6,8.7,0.068,6.8,7758,1095.64,41299.3,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-7,-90.23,-7.6,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","SO",202117,206,14,192,8331,6.8,-2.9,12.2,0.044,4.4,24048,856.62,34643.21,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-10,-41.58,-4.6,-0.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","SZ",202117,198,12,186,5859,6.1,0.0999999999999996,15,0.057,5.7,13024,1520.27,44986.18,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",48,368.55,32,0.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","TG",202117,286,13,273,10087,4.5,-0.3,10.5,0.06,6,22373,1278.33,45085.59,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",14,62.58,5.1,-0.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","TI",202117,568,13,555,19838,2.3,-3.4,12,0.071,7.1,36178,1570.01,54834.43,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",9,24.87,1.6,-0.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","UR",202117,51,4,47,1020,7.8,-3,14.4,0.012,1.2,3418,1492.1,29842.01,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",14,409.6,37.8,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","VD",202117,1202,50,1152,41784,4.2,-1.6,11.5,0.06,6,60455,1988.26,69115.87,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-9,-14.88,-0.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","VS",202117,407,30,377,15593,7.4,3.5,17.2,0.049,4.9,31866,1277.22,48933.03,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-2,-6.28,-0.5,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","ZG",202117,103,3,100,3861,2.9,-1.5,10.8,0.037,3.7,10107,1019.1,38201.25,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-34,-336.4,-24.8,-0.400000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"70 - 79","all","ZH",202117,1494,89,1405,59123,6,0.3,10.6,0.04,4,118213,1263.82,50013.96,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-22,-18.61,-1.5,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","AG",202117,495,11,484,17486,2.2,-2.1,15,0.046,4.6,31821,1555.58,54951.13,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",48,150.85,10.7,0.399999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","AI",202117,11,0,11,392,0,0,23,0.023,2.3,952,1155.46,41176.47,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",6,630.25,120,0.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","AR",202117,21,0,21,1562,0,0,17.8,0.033,3.3,2971,706.83,52574.89,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",6,201.95,40,0.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","BE",202117,520,37,483,33888,7.1,2.4,13.8,0.034,3.4,61530,845.12,55075.57,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-53,-86.13,-9.2,-0.399999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","BL",202117,356,10,346,12033,2.8,-1.3,10,0.05,5,19047,1869.06,63175.3,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",37,194.26,11.6,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","BS",202117,376,10,366,11647,2.7,0.5,6.7,0.059,5.9,13218,2844.61,88114.69,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",5,37.83,1.3,0.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","FL",202117,29,0,29,1267,0,0,11.7,0.018,1.8,1528,1897.91,82918.85,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-4,-261.78,-12.1,-0.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","FR",202117,116,5,111,8151,4.3,-0.8,21,0.021,2.1,12913,898.32,63122.43,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-22,-170.37,-15.9,-0.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","GE",202117,774,29,745,33380,3.7,-0.8,13.3,0.05,5,25778,3002.56,129490.26,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-51,-197.84,-6.2,-0.800000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","GL",202117,34,1,33,1697,2.9,2.9,8.6,0.036,3.6,2285,1487.96,74266.96,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",11,481.4,47.8,0.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","GR",202117,124,5,119,6644,4,1.5,11.8,0.021,2.1,11582,1070.63,57364.88,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",3,25.91,2.5,-0.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","JU",202117,85,3,82,4770,3.5,-0.1,14.9,0.075,7.5,4510,1884.7,105764.97,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",1,22.17,1.2,-0.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","LU",202117,138,20,118,10327,14.5,10.1,16.9,0.026,2.6,21100,654.03,48943.13,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-42,-199.05,-23.3,-0.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","NE",202117,184,16,168,7986,8.7,6.3,16.3,0.047,4.7,10219,1800.57,78148.55,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",61,596.93,49.6,1.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","NW",202117,17,0,17,881,0,-14.3,14.1,0.03,3,2187,777.32,40283.49,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",3,137.17,21.4,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","OW",202117,25,0,25,1051,0,0,18.3,0.04,4,1937,1290.66,54259.16,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-2,-103.25,-7.4,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","SG",202117,379,12,367,16150,3.2,-1.5,18.6,0.053,5.3,25881,1464.39,62400.99,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",63,243.42,19.9,0.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","SH",202117,81,4,77,3251,4.9,1,9.6,0.065,6.5,5190,1560.69,62639.69,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",4,77.07,5.2,0.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","SO",202117,146,14,132,8012,9.6,7.7,15.3,0.031,3.1,15229,958.7,52610.15,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-14,-91.93,-8.8,-0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","SZ",202117,110,9,101,5163,8.2,3.9,16.7,0.032,3.2,7600,1447.37,67934.21,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-29,-381.58,-20.9,-1.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","TG",202117,298,7,291,11511,2.3,-2.3,11.6,0.063,6.3,13053,2283,88186.62,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",17,130.24,6,-0.100000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","TI",202117,486,12,474,23536,2.5,1.3,11.7,0.061,6.1,24908,1951.18,94491.73,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-9,-36.13,-1.8,-0.800000000000001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","UR",202117,42,5,37,1147,11.9,4.8,18.6,0.01,1,2031,2067.95,56474.64,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-14,-689.31,-25,-0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","VD",202117,1015,44,971,40417,4.3,0.9,12.5,0.05,5,38359,2646.05,105365.1,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-89,-232.02,-8.1,-0.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","VS",202117,224,11,213,11810,4.9,-0.6,18.1,0.027,2.7,18035,1242.03,65483.78,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-14,-77.63,-5.9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","ZG",202117,59,4,55,3105,6.8,0.7,17.1,0.021,2.1,5847,1009.06,53104.16,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-40,-684.12,-40.4,-0.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"80+","all","ZH",202117,1027,46,981,57219,4.5,-0.3,12.2,0.028,2.8,75487,1360.5,75799.81,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-118,-156.32,-10.3,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","AG",202117,2,0,2,56,0,0,12.5,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",1,NA,100,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","AI",202117,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","AR",202117,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","BE",202117,5,0,5,149,0,0,11.4,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",3,NA,150,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","BL",202117,0,0,NA,45,NA,NA,2.2,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-1,NA,-100,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","BS",202117,2,0,2,75,0,0,8,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",-1,NA,-33.3,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","FL",202117,0,0,NA,10,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","FR",202117,1,0,1,54,0,NA,9.3,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",1,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","GE",202117,2,0,2,83,0,NA,8.4,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",2,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","GL",202117,3,0,3,43,0,NA,4.7,0.003,0.3,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",3,NA,NA,0.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","GR",202117,2,0,2,342,0,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",2,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","JU",202117,0,0,NA,8,NA,NA,25,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","LU",202117,0,0,NA,20,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","NE",202117,0,0,NA,12,NA,NA,8.3,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Unbekannt","all","NW",202117,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2021-17",0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
